Ind#,TDose,T1 Pre,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pre,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pre,T2w Pos1,T2w Pos2,T2w Pos3
24,0.012673,952,973,940,956,32.7,34.6,31.1,34.9,115,78,82,80,32,50,37,46
25,0.070799,934,969,956,949,33.5,36.2,32.5,35.9,121,53,52,69,50,57,50,40
26,0.11038,938,958,962,944,33.7,36,34,36.4,128,66,116,123,59,62,64,39
27,0.035298,945,953,954,940,34.3,36.4,35,36.9,116,57,78,85,50,65,49,57
28,0.03005,922,937,926,913,36.4,39.6,35,36.2,135,35,71,59,41,54,42,62
29,0.010624,974,1014,1003,1011,41.1,36.6,34.3,36.5,95,129,132,130,47,42,43,34
30,0.0089358,977,1016,1011,1010,40.6,36.1,34.1,36.8,98,132,121,138,44,37,42,48
31,0.015918,959,1021,1015,1001,40.2,34.4,34.9,37.7,92,105,132,122,45,39,40,51
32,0.0070892,934,1017,1002,995,38.7,34.9,35.1,37.9,100,124,129,134,45,36,41,35
33,0.0046185,912,992,977,985,35.8,36.1,35.2,37.4,106,128,126,162,53,39,40,37
34,0.0076872,909,945,944,951,31.8,33.5,33.2,34.5,113,134,147,147,48,37,35,38
35,0.0095972,909,954,945,944,31.2,31.5,31.8,32.6,111,133,176,128,39,40,34,47
36,0.54953,909,961,951,949,31.1,31.4,31,31.8,117,113,147,127,48,40,47,44
37,0.2739,931,955,941,948,31.2,33.4,30.3,32.8,119,108,129,126,47,51,49,49
38,0.012208,942,960,936,947,31.4,34.3,30,33.6,117,123,110,132,33,45,39,35
39,0.051844,937,968,956,936,33.2,35.9,31.2,34.9,118,110,88,135,51,57,50,42
40,0.12536,939,955,963,930,34.3,35.7,32.6,35.4,129,83,74,99,51,63,52,42
41,0.03285,942,938,948,921,34.6,35.3,34,35.8,109,38,81,46,39,47,37,50
42,0.14533,924,922,905,893,35,36.3,34.7,35.3,123,43,90,126,33,33,28,72
43,0.043267,966,1013,1007,1017,38.2,36.9,35.5,42.2,95,129,132,130,46,43,41,32
44,0.0058863,950,1015,1010,1013,37.6,38.1,35.4,41.1,98,132,121,138,49,40,47,52
45,0.0099604,964,1021,991,1001,40.1,35.5,36.4,40.6,92,105,132,122,44,40,44,44
46,0.0096249,969,1028,977,991,40,35,36.3,40.2,100,124,129,134,43,23,44,33
47,0.77966,962,1021,975,981,38.6,36.3,34.8,39.6,106,128,126,162,43,31,34,39
48,0.076759,935,968,975,963,36.2,35.3,31,36.4,113,134,147,147,41,44,31,41
49,0.013979,931,954,964,954,34.8,32.6,31,35.5,111,133,176,128,36,50,37,45
50,0.022459,928,952,946,947,32.9,30.6,31.2,34.6,117,113,147,127,62,47,50,44
51,0.09474,913,953,934,939,29.6,32.9,30.4,34.5,119,108,129,126,57,61,63,37
52,0.012872,915,956,934,933,29.4,33.9,30.9,34.5,117,123,110,132,51,51,46,38
53,0.066519,939,962,949,920,31.1,34.2,32.7,35.3,118,110,88,135,49,51,54,62
54,0.23387,939,961,956,920,33,34.6,32.8,36.2,129,83,74,99,48,48,57,57
55,0.015416,926,954,953,919,33.8,35.2,33.6,36.4,109,38,81,46,42,49,12,34
56,0.073892,902,932,916,912,33.1,36,36.5,36,123,43,90,126,47,38,26,57
57,0.10699,969,995,989,1012,38,36.6,36.6,43.8,96,104,133,130,46,40,45,40
58,0.16805,958,992,998,1006,36.8,38.7,35.7,43,98,107,136,124,55,58,48,59
59,0.017868,979,1010,993,1001,38.7,37.5,35.8,41.6,93,113,135,115,49,54,46,54
60,0.21741,995,1023,984,999,39.2,35.9,36.1,41.2,103,121,143,130,46,29,41,50
61,0.49377,992,1023,988,993,38.4,34.9,34.8,40.4,113,134,145,153,45,32,42,60
62,0.092157,953,992,999,973,37.1,34.3,31.7,37.1,110,131,135,148,45,49,53,53
63,0.018409,938,970,978,960,36.6,33.5,31.4,36.4,116,110,146,137,35,53,56,48
64,0.011837,929,954,952,947,34.5,32.6,32,36.7,116,139,164,148,65,50,53,48
65,0.027604,906,954,929,931,29.4,33.5,31.2,35.8,113,132,152,151,50,61,56,53
66,0.0062656,900,961,935,931,28.9,34.4,32,35.3,117,135,133,157,38,51,44,54
67,0.051384,920,958,938,918,30.7,34.8,34.3,35.5,117,129,132,164,48,54,46,50
68,0.41097,925,960,940,909,32.1,34.5,33.5,36.2,124,115,143,159,59,52,47,48
69,0.11811,918,960,945,912,33.2,35,33.1,36.2,113,99,102,130,52,56,18,23
70,0.15357,898,941,922,927,33.5,36.7,35.4,35.7,118,78,71,120,55,53,36,41
71,0.032068,974,975,976,999,38.8,37.1,37.1,43.7,96,104,133,130,49,44,38,52
72,0.14378,974,971,984,995,37.9,38.4,36.3,43.1,98,107,136,124,61,55,33,63
73,0.0056826,1000,1003,1005,1002,38,41.2,34.7,42,93,113,135,115,50,49,38,57
74,0.061452,1017,1018,1003,1010,38.1,39.2,35.4,42,103,121,143,130,48,28,52,59
75,0.014633,1016,1018,1005,1009,37.5,36.1,35.5,41.6,113,134,145,153,55,35,59,63
76,1.0131,967,999,1010,983,37.7,33,33.7,37.8,110,131,135,148,48,46,54,51
77,0.020214,940,984,985,970,37.9,34.3,33.8,37.2,116,110,146,137,46,46,59,39
78,0.15031,920,962,949,951,36.4,35.5,34,37.7,116,139,164,148,52,49,40,45
79,0.013283,895,950,925,924,30.8,36,32.5,37.1,113,132,152,151,37,50,51,53
80,0.011414,889,961,933,924,29.9,35.6,32.5,35.7,117,135,133,157,42,42,51,53
81,0.20651,899,956,926,919,31.6,35.8,34.9,35.9,117,129,132,164,62,62,37,51
82,0.95398,905,955,928,906,32.6,35.3,33.9,36.1,124,115,143,159,60,54,31,49
83,0.051826,908,962,934,902,33.1,35,32.4,35.2,113,99,102,130,56,52,55,40
84,0.16626,902,952,928,928,34.4,37.5,33.2,34.8,118,78,71,120,45,74,56,56
85,0.04,994,973,1004,987,38.3,38,37.5,41.8,100,119,132,150,44,49,42,46
86,0.045521,1002,987,998,986,38.6,37.4,39.3,41.7,92,107,144,149,49,51,45,42
87,0.0091667,1032,1027,1022,1013,37.7,44.8,37.4,43.2,95,100,144,136,42,45,44,45
88,0.0049028,1033,1033,1024,1029,37.2,46,36.6,45.2,99,106,138,135,53,39,55,48
89,0.084437,1019,1021,1024,1034,37.7,43,37.5,46.3,108,112,145,123,54,47,50,50
90,6.6375,980,997,1006,993,39.4,35.8,40.6,42.4,111,119,148,142,41,50,46,53
91,0.056594,952,991,982,973,39.9,36.9,39.4,40.9,111,123,162,161,39,50,38,46
92,0.11348,922,981,945,962,40,39.7,38.2,41.2,117,153,163,184,34,51,30,43
93,0.012047,892,966,933,944,36.5,40.3,36.8,41.2,117,156,163,179,50,55,49,37
94,0.0034047,893,962,942,932,34.1,38.1,35.3,39.4,113,156,159,170,57,49,34,53
95,0.067515,895,953,924,934,33.3,36.9,33.1,37.5,114,162,174,182,49,55,33,56
96,0.073325,888,953,924,930,34.2,36.1,33.4,37.2,122,172,199,214,51,50,38,58
97,0.011116,885,960,936,917,34.5,35.2,33.6,36.2,116,163,171,199,64,61,63,55
98,0.013473,909,964,957,921,35.6,36.3,33.2,34.4,115,145,153,176,44,76,50,70
99,34.827,1000,987,1022,1006,35.6,37.4,39.1,43.1,100,119,132,150,52,54,45,43
100,0.26998,1000,1012,1022,1005,36.6,37.1,40.8,42.3,92,107,144,149,48,53,50,46
101,0.010911,1027,1053,1034,1028,36.5,43.4,41.8,44.5,95,100,144,136,53,48,41,56
102,0.0060784,1024,1052,1027,1042,37.4,44.8,39.9,47.5,99,106,138,135,61,56,49,50
103,0.0069611,1014,1032,1020,1044,38.7,43.1,39.5,49.7,108,112,145,123,52,59,49,51
104,0.14756,991,993,1002,992,40.7,38.8,41.7,46.5,111,119,148,142,44,57,50,49
105,0.085932,971,983,980,971,40.2,39.6,41.4,44.1,111,123,162,161,42,50,44,47
106,0.0082781,948,979,955,962,39.8,41,39.7,43.2,117,153,163,184,40,44,47,40
107,0.034028,919,978,953,964,38.8,40.5,38.5,43.3,117,156,163,179,56,58,37,44
108,0.014302,916,971,959,947,36.5,38.7,37.7,41.7,113,156,159,170,51,43,22,48
109,0.065499,907,952,932,933,33.1,37,34.7,38.1,114,162,174,182,49,54,35,60
110,0.11121,896,947,926,932,33.7,36,34.5,37.5,122,172,199,214,55,61,49,58
111,0.11632,887,950,939,925,34.3,34.9,35.2,36.7,116,163,171,199,57,75,48,60
112,0.026618,909,961,963,922,35.1,35.7,35.8,35.2,115,145,153,176,51,75,50,70
113,0.0046231,1000,1006,1027,1031,32.3,36.3,41.2,44.3,93,198,179,241,53,59,30,45
114,0.032098,988,1031,1046,1029,34.3,37.1,41.9,44.3,86,183,170,237,55,47,41,58
115,0.0099321,1003,1069,1057,1042,35.1,41.7,46,45.7,95,159,202,210,64,57,40,60
116,0.006073,1009,1062,1040,1058,36.1,42,44.5,49.5,92,172,243,230,52,54,48,45
117,0.11397,1010,1048,1021,1057,39.2,41.3,42.2,52.6,100,179,255,255,48,60,44,44
118,0.029779,1006,1002,1003,999,41.3,41.2,41.5,49.7,111,198,270,294,48,61,41,50
119,0.010439,999,982,984,974,39.8,42.3,41.9,47,98,253,292,323,51,51,50,39
120,0.006881,987,976,967,970,38.8,43,41.5,45.4,112,251,268,306,39,46,47,37
121,0.012722,965,985,974,977,39.5,40.6,40.1,44.7,118,246,261,298,48,64,51,40
122,0.044563,953,982,973,963,38.8,38.5,40.1,43.3,106,255,277,283,60,40,38,31
123,0.068846,920,951,941,933,33.8,37.6,37.8,38.4,111,253,277,272,50,56,37,64
124,0.13405,910,942,929,929,32.6,36.9,37.1,37.1,127,267,262,273,40,71,50,58
125,0.11246,901,941,933,927,32.9,35.4,37,36.4,116,263,272,275,55,72,46,67
126,0.086221,914,951,961,932,34.5,35.4,37.4,35.1,116,270,270,292,60,86,72,64
127,0.01672,968,1038,1021,1046,29.4,36.5,42.6,47.2,93,198,179,241,46,49,43,48
128,0.13965,959,1046,1050,1046,31.3,38.8,42.2,47.8,86,183,170,237,56,46,54,49
129,0.0086556,959,1055,1093,1042,33.6,43,47.9,48.1,95,159,202,210,56,52,50,48
130,0.0085287,965,1067,1073,1055,34,42.4,49.2,51.6,92,172,243,230,49,47,42,37
131,0.091172,980,1079,1046,1067,35.3,41.6,46.6,55.1,100,179,255,255,50,39,36,44
132,0.064714,1013,1072,1020,1051,39.1,44,40.8,52.4,111,198,270,294,50,47,38,60
133,0.0070606,1021,1049,1006,1035,38.9,45.2,42.9,47.7,98,253,292,323,40,57,45,43
134,0.084886,1022,1028,999,1023,37.6,45.1,45.2,45.5,112,251,268,306,30,60,38,35
135,0.41851,1033,1006,1002,994,37.6,42.8,44.1,45.7,118,246,261,298,52,70,49,37
136,0.031681,1012,999,992,979,39.2,40.7,42.6,44.6,106,255,277,283,56,71,39,38
137,0.020782,946,966,955,957,37.6,37.6,40.9,40.4,111,253,277,272,42,85,51,71
138,0.0094466,929,951,948,945,33.9,37.5,39.2,38.1,127,267,262,273,44,87,65,70
139,0.047474,923,941,943,933,31.3,37.3,37.6,36.3,116,263,272,275,61,78,49,76
140,0.63051,925,944,942,946,35.7,35.8,36,34.1,116,270,270,292,65,94,64,74
141,0.39207,973,1033,1021,1017,39.8,38.1,38,37.6,103,168,220,179,53,41,40,47
142,1.9453,976,1038,1026,1013,38.4,36,34.6,37.4,104,182,218,206,35,43,52,56
143,0.27106,968,1057,1047,1042,38.8,33.3,34.6,38,101,130,213,188,43,49,44,51
144,0.024946,962,1056,1046,1047,37.4,33.2,36,37.4,106,108,201,206,41,57,50,46
145,0.028248,954,1048,1026,1028,34.1,34.2,36.6,35.9,106,117,126,212,46,52,51,31
146,0.0037689,935,1006,985,974,30.6,34.7,34.2,34.8,114,113,111,82,45,51,53,31
147,0.096057,939,994,983,964,32.1,33,33.1,34.5,115,141,149,100,65,64,53,38
148,0.039578,955,989,990,969,33.8,31.5,32.9,34.4,106,85,110,75,56,73,54,60
149,0.01578,969,987,985,982,35,34.4,33.4,37.1,119,61,73,81,54,69,52,49
150,0.010937,963,978,969,986,35.3,36,33.2,38.7,122,78,77,70,44,59,35,41
151,0.043006,948,969,959,978,34.4,36,36.1,38.5,124,55,77,78,65,68,40,40
152,0.043189,943,982,972,977,34.3,37.5,37.5,39.1,124,34,80,101,50,60,60,27
153,0.052246,938,1001,989,978,35.8,40.1,37.4,39.9,120,61,109,117,49,50,48,19
154,0.058562,924,976,983,948,37.5,40.1,36.2,38.7,129,36,116,163,64,43,27,53
155,0.07104,977,1006,997,1010,41.4,36.2,34.8,36.6,103,168,220,179,42,35,37,43
156,0.075313,987,1012,1006,1005,40.5,35.7,33.6,36.3,104,182,218,206,28,35,37,34
157,0.090391,962,1020,1019,1007,39.5,34.2,34.1,37.4,101,130,213,188,38,48,48,40
158,0.031439,935,1010,1010,1012,38,33.6,34.9,37.9,106,108,201,206,38,52,52,45
159,0.018849,913,991,991,997,35.2,33.4,35.2,36.9,106,117,126,212,49,51,48,33
160,0.056309,911,964,952,951,30.4,32.5,34,33.6,114,113,111,82,44,55,49,33
161,0.05678,910,968,955,947,30.7,32.2,32.6,32.5,115,141,149,100,49,42,43,47
162,0.051071,916,970,964,950,31.4,31.9,31.4,32.2,106,85,110,75,52,65,57,44
163,0.14796,947,970,949,954,31.9,32.8,31.5,33.8,119,61,73,81,53,77,53,42
164,0.055313,952,973,940,956,32.7,34.6,31.1,34.9,122,78,77,70,35,70,45,56
165,0.0099321,934,969,956,949,33.5,36.2,32.5,35.9,124,55,77,78,56,67,50,53
166,0.0090769,938,958,962,944,33.7,36,34,36.4,124,34,80,101,67,54,51,42
167,0.032306,945,953,954,940,34.3,36.4,35,36.9,120,61,109,117,65,62,40,40
168,0.021486,922,937,926,913,36.4,39.6,35,36.2,129,36,116,163,42,50,61,49
169,0.007406,974,1014,1003,1011,41.1,36.6,34.3,36.5,98,120,142,129,51,42,40,34
170,0.0069211,977,1016,1011,1010,40.6,36.1,34.1,36.8,101,126,111,147,42,45,41,34
171,0.021408,959,1021,1015,1001,40.2,34.4,34.9,37.7,96,115,111,151,49,50,48,46
172,0.047506,934,1017,1002,995,38.7,34.9,35.1,37.9,99,127,144,138,45,43,55,44
173,0.025414,912,992,977,985,35.8,36.1,35.2,37.4,97,116,150,155,55,43,54,40
174,0.08836,909,945,944,951,31.8,33.5,33.2,34.5,113,134,155,150,44,50,49,52
175,0.066386,909,954,945,944,31.2,31.5,31.8,32.6,116,158,169,163,36,48,44,58
176,0.88842,909,961,951,949,31.1,31.4,31,31.8,105,135,159,151,44,60,46,41
177,0.023691,931,955,941,948,31.2,33.4,30.3,32.8,119,115,124,141,43,76,50,44
178,0.017228,942,960,936,947,31.4,34.3,30,33.6,122,102,97,128,42,63,50,50
179,0.0061476,937,968,956,936,33.2,35.9,31.2,34.9,119,78,99,132,57,66,50,45
180,0.02307,939,955,963,930,34.3,35.7,32.6,35.4,127,59,102,151,62,70,44,36
181,0.011262,942,938,948,921,34.6,35.3,34,35.8,135,55,82,84,57,70,42,38
182,0.034371,924,922,905,893,35,36.3,34.7,35.3,121,31,91,66,29,45,49,49
183,0.11734,966,1013,1007,1017,38.2,36.9,35.5,42.2,98,120,142,129,48,40,46,53
184,0.014059,950,1015,1010,1013,37.6,38.1,35.4,41.1,101,126,111,147,53,40,50,59
185,0.010747,964,1021,991,1001,40.1,35.5,36.4,40.6,96,115,111,151,52,46,54,44
186,0.015774,969,1028,977,991,40,35,36.3,40.2,99,127,144,138,48,35,63,39
187,0.59818,962,1021,975,981,38.6,36.3,34.8,39.6,97,116,150,155,45,34,48,45
188,0.010279,935,968,975,963,36.2,35.3,31,36.4,113,134,155,150,38,41,50,52
189,0.034445,931,954,964,954,34.8,32.6,31,35.5,116,158,169,163,29,54,43,48
190,0.11302,928,952,946,947,32.9,30.6,31.2,34.6,105,135,159,151,46,61,42,51
191,0.3501,913,953,934,939,29.6,32.9,30.4,34.5,119,115,124,141,52,77,62,43
192,0.081755,915,956,934,933,29.4,33.9,30.9,34.5,122,102,97,128,52,67,51,48
193,0.020002,939,962,949,920,31.1,34.2,32.7,35.3,119,78,99,132,54,62,51,57
194,0.16957,939,961,956,920,33,34.6,32.8,36.2,127,59,102,151,46,60,52,37
195,0.0071079,926,954,953,919,33.8,35.2,33.6,36.4,135,55,82,84,31,59,35,35
196,0.045286,902,932,916,912,33.1,36,36.5,36,121,31,91,66,41,44,43,60
197,0.097957,969,995,989,1012,38,36.6,36.6,43.8,100,123,114,121,44,41,49,48
198,0.31093,958,992,998,1006,36.8,38.7,35.7,43,103,109,108,123,56,51,53,56
199,0.094442,979,1010,993,1001,38.7,37.5,35.8,41.6,108,112,115,128,49,48,52,47
200,1.7718,995,1023,984,999,39.2,35.9,36.1,41.2,103,114,123,111,53,39,51,46
201,1.4835,992,1023,988,993,38.4,34.9,34.8,40.4,115,116,138,130,46,38,40,60
202,0.092334,953,992,999,973,37.1,34.3,31.7,37.1,115,130,144,155,41,56,42,51
203,0.033039,938,970,978,960,36.6,33.5,31.4,36.4,115,119,152,150,34,60,45,42
204,2.8448,929,954,952,947,34.5,32.6,32,36.7,114,124,157,158,52,66,38,38
205,0.81759,906,954,929,931,29.4,33.5,31.2,35.8,114,137,171,156,48,70,46,48
206,0.061588,900,961,935,931,28.9,34.4,32,35.3,125,134,145,155,42,64,40,51
207,0.029885,920,958,938,918,30.7,34.8,34.3,35.5,119,120,135,146,49,60,41,54
208,0.26856,925,960,940,909,32.1,34.5,33.5,36.2,127,105,136,149,46,49,45,45
209,0.046945,918,960,945,912,33.2,35,33.1,36.2,130,92,111,144,49,56,26,36
210,0.073342,898,941,922,927,33.5,36.7,35.4,35.7,115,102,94,145,55,36,30,59
211,0.012906,974,975,976,999,38.8,37.1,37.1,43.7,100,123,114,121,49,49,52,43
212,0.22191,974,971,984,995,37.9,38.4,36.3,43.1,103,109,108,123,56,54,45,53
213,0.10929,1000,1003,1005,1002,38,41.2,34.7,42,108,112,115,128,47,47,41,45
214,0.35814,1017,1018,1003,1010,38.1,39.2,35.4,42,103,114,123,111,52,41,43,50
215,0.0070543,1016,1018,1005,1009,37.5,36.1,35.5,41.6,115,116,138,130,61,40,50,63
216,6.0689,967,999,1010,983,37.7,33,33.7,37.8,115,130,144,155,53,58,36,50
217,0.016661,940,984,985,970,37.9,34.3,33.8,37.2,115,119,152,150,51,55,55,31
218,0.42413,920,962,949,951,36.4,35.5,34,37.7,114,124,157,158,50,72,37,34
219,0.011674,895,950,925,924,30.8,36,32.5,37.1,114,137,171,156,35,65,45,45
220,0.018216,889,961,933,924,29.9,35.6,32.5,35.7,125,134,145,155,45,47,45,51
221,0.033863,899,956,926,919,31.6,35.8,34.9,35.9,119,120,135,146,56,69,35,53
222,0.080414,905,955,928,906,32.6,35.3,33.9,36.1,127,105,136,149,74,57,45,45
223,0.046911,908,962,934,902,33.1,35,32.4,35.2,130,92,111,144,84,46,44,33
224,0.03374,902,952,928,928,34.4,37.5,33.2,34.8,115,102,94,145,58,36,25,60
225,0.01787,994,973,1004,987,38.3,38,37.5,41.8,107,122,137,135,48,41,42,47
226,0.0068183,1002,987,998,986,38.6,37.4,39.3,41.7,96,113,149,129,56,46,42,44
227,0.011024,1032,1027,1022,1013,37.7,44.8,37.4,43.2,102,108,162,131,42,32,42,48
228,0.0011445,1033,1033,1024,1029,37.2,46,36.6,45.2,109,111,156,153,51,29,48,48
229,0.0051898,1019,1021,1024,1034,37.7,43,37.5,46.3,116,131,167,191,61,34,51,47
230,35.695,980,997,1006,993,39.4,35.8,40.6,42.4,117,137,186,196,58,34,48,41
231,7.2371,952,991,982,973,39.9,36.9,39.4,40.9,120,141,209,204,58,50,46,41
232,0.15714,922,981,945,962,40,39.7,38.2,41.2,118,159,185,189,50,61,52,30
233,0.062755,892,966,933,944,36.5,40.3,36.8,41.2,121,167,193,184,47,60,63,40
234,0.020392,893,962,942,932,34.1,38.1,35.3,39.4,129,170,178,184,48,44,49,58
235,0.068465,895,953,924,934,33.3,36.9,33.1,37.5,124,166,178,183,57,52,44,64
236,0.11122,888,953,924,930,34.2,36.1,33.4,37.2,135,157,185,190,78,50,56,59
237,0.026624,885,960,936,917,34.5,35.2,33.6,36.2,121,156,173,198,72,31,57,51
238,0.0072478,909,964,957,921,35.6,36.3,33.2,34.4,119,155,167,199,62,56,35,56
239,1.1763e+05,1000,987,1022,1006,35.6,37.4,39.1,43.1,107,122,137,135,52,50,49,32
240,0.087883,1000,1012,1022,1005,36.6,37.1,40.8,42.3,96,113,149,129,43,48,55,31
241,0.0081961,1027,1053,1034,1028,36.5,43.4,41.8,44.5,102,108,162,131,48,36,40,55
242,0.0015993,1024,1052,1027,1042,37.4,44.8,39.9,47.5,109,111,156,153,54,36,48,47
243,0.007034,1014,1032,1020,1044,38.7,43.1,39.5,49.7,116,131,167,191,49,46,49,44
244,0.17837,991,993,1002,992,40.7,38.8,41.7,46.5,117,137,186,196,52,54,52,60
245,0.24515,971,983,980,971,40.2,39.6,41.4,44.1,120,141,209,204,50,58,49,63
246,0.0041806,948,979,955,962,39.8,41,39.7,43.2,118,159,185,189,42,60,60,50
247,0.12223,919,978,953,964,38.8,40.5,38.5,43.3,121,167,193,184,54,72,46,58
248,0.015176,916,971,959,947,36.5,38.7,37.7,41.7,129,170,178,184,54,62,33,57
249,0.015579,907,952,932,933,33.1,37,34.7,38.1,124,166,178,183,53,41,46,63
250,0.070959,896,947,926,932,33.7,36,34.5,37.5,135,157,185,190,50,44,57,57
251,0.11392,887,950,939,925,34.3,34.9,35.2,36.7,121,156,173,198,58,41,53,50
252,0.074482,909,961,963,922,35.1,35.7,35.8,35.2,119,155,167,199,63,37,56,56
253,0.0046041,1000,1006,1027,1031,32.3,36.3,41.2,44.3,103,171,202,238,44,50,49,44
254,0.003605,988,1031,1046,1029,34.3,37.1,41.9,44.3,90,174,219,225,39,37,55,48
255,0.0089503,1003,1069,1057,1042,35.1,41.7,46,45.7,96,180,230,227,45,45,36,60
256,0.0014337,1009,1062,1040,1058,36.1,42,44.5,49.5,103,190,255,256,38,41,40,49
257,0.1615,1010,1048,1021,1057,39.2,41.3,42.2,52.6,96,216,300,345,43,63,48,38
258,0.031937,1006,1002,1003,999,41.3,41.2,41.5,49.7,111,218,317,353,51,79,52,56
259,0.0035433,999,982,984,974,39.8,42.3,41.9,47,113,266,341,372,51,56,55,49
260,0.003205,987,976,967,970,38.8,43,41.5,45.4,107,293,313,350,43,52,55,64
261,0.012741,965,985,974,977,39.5,40.6,40.1,44.7,124,264,275,304,47,76,63,67
262,0.037387,953,982,973,963,38.8,38.5,40.1,43.3,122,267,266,296,63,60,36,60
263,0.059222,920,951,941,933,33.8,37.6,37.8,38.4,125,261,285,283,56,54,37,64
264,0.066014,910,942,929,929,32.6,36.9,37.1,37.1,138,270,281,278,48,42,55,27
265,0.13332,901,941,933,927,32.9,35.4,37,36.4,125,281,272,286,59,30,52,25
266,0.50598,914,951,961,932,34.5,35.4,37.4,35.1,121,267,280,294,67,28,75,45
267,0.0072493,968,1038,1021,1046,29.4,36.5,42.6,47.2,103,171,202,238,38,36,38,50
268,0.0040702,959,1046,1050,1046,31.3,38.8,42.2,47.8,90,174,219,225,51,39,48,48
269,0.0013601,959,1055,1093,1042,33.6,43,47.9,48.1,96,180,230,227,43,46,38,49
270,0.0058737,965,1067,1073,1055,34,42.4,49.2,51.6,103,190,255,256,41,49,45,39
271,0.085054,980,1079,1046,1067,35.3,41.6,46.6,55.1,96,216,300,345,54,49,44,32
272,0.023773,1013,1072,1020,1051,39.1,44,40.8,52.4,111,218,317,353,60,58,50,35
273,0.0039032,1021,1049,1006,1035,38.9,45.2,42.9,47.7,113,266,341,372,51,47,42,35
274,0.12147,1022,1028,999,1023,37.6,45.1,45.2,45.5,107,293,313,350,45,36,52,53
275,0.20379,1033,1006,1002,994,37.6,42.8,44.1,45.7,124,264,275,304,48,62,63,64
276,0.03329,1012,999,992,979,39.2,40.7,42.6,44.6,122,267,266,296,45,60,35,63
277,0.043835,946,966,955,957,37.6,37.6,40.9,40.4,125,261,285,283,76,80,36,67
278,0.0042187,929,951,948,945,33.9,37.5,39.2,38.1,138,270,281,278,79,49,45,26
279,0.011252,923,941,943,933,31.3,37.3,37.6,36.3,125,281,272,286,59,32,40,31
280,1.1401,925,944,942,946,35.7,35.8,36,34.1,121,267,280,294,79,50,67,48
281,0.06312,973,1033,1021,1017,39.8,38.1,38,37.6,102,178,172,195,58,51,48,45
282,0.15557,976,1038,1026,1013,38.4,36,34.6,37.4,105,159,179,147,54,41,48,45
283,0.1788,968,1057,1047,1042,38.8,33.3,34.6,38,102,127,191,145,61,43,43,45
284,0.039341,962,1056,1046,1047,37.4,33.2,36,37.4,108,89,169,103,42,47,54,54
285,0.17635,954,1048,1026,1028,34.1,34.2,36.6,35.9,108,87,121,163,47,38,46,62
286,103.84,935,1006,985,974,30.6,34.7,34.2,34.8,111,93,137,140,42,41,54,46
287,0.31137,939,994,983,964,32.1,33,33.1,34.5,118,149,185,140,45,43,51,37
288,0.097359,955,989,990,969,33.8,31.5,32.9,34.4,113,168,197,177,42,67,48,63
289,0.019404,969,987,985,982,35,34.4,33.4,37.1,121,78,86,80,35,52,40,54
