Ind#,TDose,T1 Pre,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pre,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pre,T2w Pos1,T2w Pos2,T2w Pos3
56,0.012869,931,954,964,954,34.8,32.6,31,35.5,106,133,146,163,44,47,44,52
57,0.0018979,928,952,946,947,32.9,30.6,31.2,34.6,110,125,146,140,49,41,47,39
58,0.0032567,913,953,934,939,29.6,32.9,30.4,34.5,116,121,135,133,43,48,45,55
59,0.0022737,915,956,934,933,29.4,33.9,30.9,34.5,118,116,121,134,37,47,50,53
60,0.0094159,939,962,949,920,31.1,34.2,32.7,35.3,127,134,102,102,27,41,57,49
61,0.010184,939,961,956,920,33,34.6,32.8,36.2,115,109,82,106,35,35,52,54
62,0.010262,926,954,953,919,33.8,35.2,33.6,36.4,123,110,81,127,52,52,37,38
63,0.015944,902,932,916,912,33.1,36,36.5,36,127,71,81,117,50,41,39,49
64,0.096473,897,922,909,906,32.9,35.2,35.4,36.2,119,26,43,60,50,55,67,66
65,0.28557,893,916,921,909,33.6,34.3,33.9,36,127,11,45,21,68,38,71,67
66,0.036809,922,907,912,913,35.3,34,34.6,34.5,124,17,50,27,55,82,64,85
67,0.010084,938,970,978,960,36.6,33.5,31.4,36.4,108,142,155,158,42,52,43,42
68,0.00023308,929,954,952,947,34.5,32.6,32,36.7,121,138,149,144,51,46,46,40
69,0.0015643,906,954,929,931,29.4,33.5,31.2,35.8,115,143,148,138,30,48,44,49
70,0.0063605,900,961,935,931,28.9,34.4,32,35.3,107,149,159,140,30,51,46,44
71,0.011183,920,958,938,918,30.7,34.8,34.3,35.5,118,163,166,155,16,42,47,45
72,0.026871,925,960,940,909,32.1,34.5,33.5,36.2,109,133,148,166,43,39,49,53
73,0.054729,918,960,945,912,33.2,35,33.1,36.2,119,139,117,153,47,39,45,39
74,0.0031906,898,941,922,927,33.5,36.7,35.4,35.7,125,128,119,149,48,52,39,43
75,0.0099197,894,928,912,921,33.2,36.7,35.2,36.6,122,98,80,130,38,34,71,72
76,0.088337,887,923,914,915,33.2,35.7,34.2,37.3,124,72,92,95,59,37,53,91
77,0.0074905,911,919,921,917,35.2,36.4,34.2,36,129,54,90,85,55,61,55,76
78,0.006114,940,984,985,970,37.9,34.3,33.8,37.2,108,142,155,158,42,54,44,36
79,0.0030755,920,962,949,951,36.4,35.5,34,37.7,121,138,149,144,42,44,37,40
80,0.012645,895,950,925,924,30.8,36,32.5,37.1,115,143,148,138,25,48,40,47
81,0.064905,889,961,933,924,29.9,35.6,32.5,35.7,107,149,159,140,24,53,40,41
82,0.013891,899,956,926,919,31.6,35.8,34.9,35.9,118,163,166,155,36,48,49,53
83,0.0058641,905,955,928,906,32.6,35.3,33.9,36.1,109,133,148,166,36,43,47,58
84,0.004515,908,962,934,902,33.1,35,32.4,35.2,119,139,117,153,34,37,52,52
85,0.0021305,902,952,928,928,34.4,37.5,33.2,34.8,125,128,119,149,46,54,44,50
86,0.01827,897,938,917,935,34.9,37.8,33.7,36,122,98,80,130,40,26,32,56
87,0.013001,887,934,915,926,34.7,37.3,33.6,37.3,124,72,92,95,44,47,34,63
88,0.0040649,903,939,932,929,35.9,38.6,33.6,36.7,129,54,90,85,49,51,41,40
89,0.006063,952,991,982,973,39.9,36.9,39.4,40.9,108,121,149,130,44,43,49,43
90,0.011356,922,981,945,962,40,39.7,38.2,41.2,123,116,141,133,47,41,38,40
91,0.009588,892,966,933,944,36.5,40.3,36.8,41.2,114,132,155,136,47,46,44,38
92,0.032449,893,962,942,932,34.1,38.1,35.3,39.4,108,151,153,156,38,43,41,42
93,0.012046,895,953,924,934,33.3,36.9,33.1,37.5,120,171,160,167,53,52,53,59
94,0.0092449,888,953,924,930,34.2,36.1,33.4,37.2,120,147,170,187,31,50,54,67
95,0.0025867,885,960,936,917,34.5,35.2,33.6,36.2,120,151,155,171,44,32,51,43
96,0.0032906,909,964,957,921,35.6,36.3,33.2,34.4,122,157,156,165,42,42,37,49
97,0.0037119,919,955,950,938,36.5,37.7,33.8,36.6,121,138,137,167,41,37,70,38
98,0.0052563,912,942,947,950,37.3,38.1,35.2,38.7,122,141,141,146,41,60,87,41
99,0.0041579,913,956,971,969,38.8,40.4,36.9,38.3,128,133,141,141,59,55,23,63
100,0.015016,971,983,980,971,40.2,39.6,41.4,44.1,108,121,149,130,43,40,50,45
101,0.0097503,948,979,955,962,39.8,41,39.7,43.2,123,116,141,133,47,46,50,46
102,0.0020761,919,978,953,964,38.8,40.5,38.5,43.3,114,132,155,136,60,40,38,38
103,0.030789,916,971,959,947,36.5,38.7,37.7,41.7,108,151,153,156,52,33,32,41
104,0.2052,907,952,932,933,33.1,37,34.7,38.1,120,171,160,167,58,47,47,60
105,0.012713,896,947,926,932,33.7,36,34.5,37.5,120,147,170,187,49,46,47,60
106,0.0076112,887,950,939,925,34.3,34.9,35.2,36.7,120,151,155,171,43,46,39,47
107,0.0090767,909,961,963,922,35.1,35.7,35.8,35.2,122,157,156,165,37,64,52,62
108,0.0047069,926,958,965,943,35.7,36.8,36.2,36.7,121,138,137,167,49,22,68,51
109,0.0048189,929,947,960,958,36.4,37.6,37.5,39,122,141,141,146,53,25,56,56
110,0.061703,923,955,983,985,39.2,40.4,39.6,39.8,128,133,141,141,63,58,25,64
111,0.34818,974,1021,1011,985,33.5,35.2,34.6,36.6,110,78,91,48,62,46,41,34
112,0.042776,981,1017,1017,981,36.1,34.8,35.2,37.5,120,56,71,61,45,42,52,52
113,0.0084317,985,1012,1030,990,37.5,37.1,33.9,41.6,127,64,86,65,46,47,55,46
114,0.0041874,986,1013,1021,1001,37.4,38.2,34.4,42.4,126,56,79,73,51,45,35,43
115,0.047237,963,997,1000,991,38.3,40.2,37.7,41.4,128,159,108,149,49,53,38,38
116,0.11656,951,990,1002,977,38.3,40.9,37.7,41,133,38,86,130,56,42,54,33
117,0.015884,946,992,1003,965,37.6,40.3,37,41.1,135,37,22,31,36,50,45,44
118,0.0016826,940,981,976,958,36.9,36.8,36.3,38.6,135,26,19,47,50,40,39,41
119,0.12643,945,971,966,951,37,36.1,36.1,36.2,131,29,25,26,62,49,70,31
120,0.31503,949,968,969,949,37.3,36.4,36.4,34.5,141,18,9,13,48,79,45,45
121,0.12343,906,970,984,964,39.9,35.3,34.9,34.8,133,54,19,19,59,68,74,25
122,0.012128,958,1007,999,981,32.8,33.7,33.4,35.2,110,78,91,48,62,44,51,49
123,0.0054138,968,1004,1007,979,34.8,33.1,33.7,35.4,120,56,71,61,46,52,54,54
124,0.00090198,971,993,1011,995,36.7,35.8,33.6,38.9,127,64,86,65,49,47,54,34
125,0.0022853,968,986,996,1000,36.8,37.1,33.6,40.5,126,56,79,73,52,47,44,60
126,0.022442,953,977,973,988,36.3,37.7,37.1,40.2,128,159,108,149,61,50,48,69
127,0.094613,946,986,983,978,36.2,39.4,38.1,40.1,133,38,86,130,37,53,61,51
128,0.010528,940,1001,999,969,37.2,40.4,37.2,40.6,135,37,22,31,29,51,51,48
129,0.00495,933,980,984,949,37.1,37.2,35.8,38.6,135,26,19,47,51,59,42,42
130,0.030739,942,953,964,939,36,34.3,35.8,35.7,131,29,25,26,57,63,79,55
131,0.11332,950,945,958,940,35.9,33.5,35.6,33.2,141,18,9,13,55,63,41,8
132,0.0069243,915,935,963,953,40.5,32.4,34.2,32.8,133,54,19,19,55,72,43,4
133,0.0061915,939,994,983,964,32.1,33,33.1,34.5,106,102,90,91,56,46,45,49
134,0.013267,955,989,990,969,33.8,31.5,32.9,34.4,112,82,95,84,43,49,54,48
135,0.0053591,969,987,985,982,35,34.4,33.4,37.1,113,90,106,95,40,51,56,54
136,0.011574,963,978,969,986,35.3,36,33.2,38.7,108,79,85,104,48,55,60,60
137,0.030726,948,969,959,978,34.4,36,36.1,38.5,115,113,80,102,60,61,62,63
138,0.024362,943,982,972,977,34.3,37.5,37.5,39.1,124,85,114,124,47,53,68,49
139,0.023722,938,1001,989,978,35.8,40.1,37.4,39.9,129,51,40,42,53,45,53,53
140,0.012369,924,976,983,948,37.5,40.1,36.2,38.7,137,36,41,60,48,59,32,44
141,0.006796,936,940,958,929,36.1,37.1,37.3,36.9,125,9,12,45,56,54,52,38
142,0.013578,959,918,937,929,35.1,34.8,37.1,34.9,127,20,19,19,65,30,36,21
143,0.0020517,947,898,921,916,39.7,31.7,33.9,32.5,119,21,34,17,57,48,28,28
144,0.0047701,910,968,955,947,30.7,32.2,32.6,32.5,106,102,90,91,47,41,46,46
145,0.012226,916,970,964,950,31.4,31.9,31.4,32.2,112,82,95,84,40,52,50,47
146,0.0064692,947,970,949,954,31.9,32.8,31.5,33.8,113,90,106,95,42,50,52,66
147,0.031241,952,973,940,956,32.7,34.6,31.1,34.9,108,79,85,104,40,59,47,50
148,0.066115,934,969,956,949,33.5,36.2,32.5,35.9,115,113,80,102,46,59,52,39
149,0.04071,938,958,962,944,33.7,36,34,36.4,124,85,114,124,60,50,64,48
150,0.02135,945,953,954,940,34.3,36.4,35,36.9,129,51,40,42,61,49,57,57
151,0.019356,922,937,926,913,36.4,39.6,35,36.2,137,36,41,60,50,52,46,51
152,0.037034,912,927,929,910,36.5,39,36.1,35.2,125,9,12,45,54,61,48,43
153,0.010054,925,922,934,923,36.1,36.7,36.7,34.2,127,20,19,19,54,39,46,84
154,0.0047012,946,920,913,923,37,32.8,35.1,34.4,119,21,34,17,63,24,52,67
155,0.0045377,909,954,945,944,31.2,31.5,31.8,32.6,117,127,159,145,50,50,46,49
156,0.027989,909,961,951,949,31.1,31.4,31,31.8,107,123,142,142,50,50,51,43
157,0.052881,931,955,941,948,31.2,33.4,30.3,32.8,111,131,126,131,53,48,50,55
158,0.0086305,942,960,936,947,31.4,34.3,30,33.6,111,135,115,139,33,46,36,36
159,0.072037,937,968,956,936,33.2,35.9,31.2,34.9,123,129,84,115,40,43,46,35
160,0.069789,939,955,963,930,34.3,35.7,32.6,35.4,123,100,82,78,44,40,50,48
161,0.024839,942,938,948,921,34.6,35.3,34,35.8,117,83,76,115,47,44,42,39
162,0.17469,924,922,905,893,35,36.3,34.7,35.3,132,59,91,150,46,37,59,69
163,0.023924,910,921,913,895,35.9,36.2,34.5,34.2,125,46,61,112,48,64,63,62
164,0.010421,910,922,934,918,36.3,34.6,34.2,33.2,127,32,27,56,52,17,54,63
165,0.023096,931,922,918,931,36,32.3,34.6,33.5,119,17,53,43,60,15,57,51
166,0.0049045,931,954,964,954,34.8,32.6,31,35.5,117,127,159,145,44,57,44,58
167,0.0056611,928,952,946,947,32.9,30.6,31.2,34.6,107,123,142,142,55,41,50,50
168,0.0095451,913,953,934,939,29.6,32.9,30.4,34.5,111,131,126,131,40,45,48,51
169,0.0026547,915,956,934,933,29.4,33.9,30.9,34.5,111,135,115,139,35,43,43,39
170,0.03589,939,962,949,920,31.1,34.2,32.7,35.3,123,129,84,115,30,41,48,45
171,0.065322,939,961,956,920,33,34.6,32.8,36.2,123,100,82,78,38,42,55,51
172,0.016009,926,954,953,919,33.8,35.2,33.6,36.4,117,83,76,115,46,55,33,37
173,0.078208,902,932,916,912,33.1,36,36.5,36,132,59,91,150,48,43,46,66
174,0.07789,897,922,909,906,32.9,35.2,35.4,36.2,125,46,61,112,48,55,62,59
175,0.23343,893,916,921,909,33.6,34.3,33.9,36,127,32,27,56,59,16,60,41
176,0.018764,922,907,912,913,35.3,34,34.6,34.5,119,17,53,43,54,43,62,44
177,0.0114,938,970,978,960,36.6,33.5,31.4,36.4,114,124,166,160,39,48,43,42
178,0.000804,929,954,952,947,34.5,32.6,32,36.7,113,143,156,162,63,38,48,48
179,0.00065388,906,954,929,931,29.4,33.5,31.2,35.8,111,144,139,147,33,35,53,54
180,0.004231,900,961,935,931,28.9,34.4,32,35.3,111,145,140,147,30,41,49,47
181,0.036022,920,958,938,918,30.7,34.8,34.3,35.5,121,149,146,147,29,38,55,43
182,0.19307,925,960,940,909,32.1,34.5,33.5,36.2,118,118,142,136,63,44,61,60
183,0.12014,918,960,945,912,33.2,35,33.1,36.2,115,103,95,130,49,48,40,45
184,0.090269,898,941,922,927,33.5,36.7,35.4,35.7,124,81,82,139,42,72,44,48
185,0.040708,894,928,912,921,33.2,36.7,35.2,36.6,125,84,86,158,40,57,64,56
186,0.10982,887,923,914,915,33.2,35.7,34.2,37.3,130,83,64,127,43,37,55,86
187,0.016747,911,919,921,917,35.2,36.4,34.2,36,133,63,91,106,35,44,67,75
188,0.0083194,940,984,985,970,37.9,34.3,33.8,37.2,114,124,166,160,48,52,52,34
189,0.0015704,920,962,949,951,36.4,35.5,34,37.7,113,143,156,162,60,47,40,44
190,0.004639,895,950,925,924,30.8,36,32.5,37.1,111,144,139,147,36,40,42,50
191,0.030693,889,961,933,924,29.9,35.6,32.5,35.7,111,145,140,147,40,40,48,43
192,0.15793,899,956,926,919,31.6,35.8,34.9,35.9,121,149,146,147,59,45,56,44
193,0.30154,905,955,928,906,32.6,35.3,33.9,36.1,118,118,142,136,45,36,49,56
194,0.0056406,908,962,934,902,33.1,35,32.4,35.2,115,103,95,130,31,43,50,42
195,0.031825,902,952,928,928,34.4,37.5,33.2,34.8,124,81,82,139,36,82,40,36
196,0.02891,897,938,917,935,34.9,37.8,33.7,36,125,84,86,158,40,46,42,46
197,0.013935,887,934,915,926,34.7,37.3,33.6,37.3,130,83,64,127,34,43,58,77
198,0.0022834,903,939,932,929,35.9,38.6,33.6,36.7,133,63,91,106,33,45,50,62
199,0.003131,952,991,982,973,39.9,36.9,39.4,40.9,104,112,159,145,42,48,59,43
200,0.01555,922,981,945,962,40,39.7,38.2,41.2,117,128,140,157,35,44,39,48
201,0.0045295,892,966,933,944,36.5,40.3,36.8,41.2,112,144,160,153,42,41,42,43
202,0.018982,893,962,942,932,34.1,38.1,35.3,39.4,109,147,163,156,50,41,36,52
203,0.025717,895,953,924,934,33.3,36.9,33.1,37.5,111,171,175,184,56,50,39,53
204,0.065102,888,953,924,930,34.2,36.1,33.4,37.2,121,178,191,201,29,50,51,44
205,0.0063868,885,960,936,917,34.5,35.2,33.6,36.2,120,148,164,174,46,57,59,31
206,0.0057161,909,964,957,921,35.6,36.3,33.2,34.4,120,139,155,169,35,67,27,46
207,0.0042189,919,955,950,938,36.5,37.7,33.8,36.6,128,136,143,181,46,49,40,41
208,0.0052097,912,942,947,950,37.3,38.1,35.2,38.7,124,148,148,181,49,84,71,50
209,0.004817,913,956,971,969,38.8,40.4,36.9,38.3,130,151,163,177,52,82,28,59
210,0.0085237,971,983,980,971,40.2,39.6,41.4,44.1,104,112,159,145,46,39,55,45
211,0.0070299,948,979,955,962,39.8,41,39.7,43.2,117,128,140,157,43,38,56,48
212,0.005852,919,978,953,964,38.8,40.5,38.5,43.3,112,144,160,153,48,36,51,48
213,0.024791,916,971,959,947,36.5,38.7,37.7,41.7,109,147,163,156,36,28,38,51
214,0.17553,907,952,932,933,33.1,37,34.7,38.1,111,171,175,184,33,40,44,52
215,0.10736,896,947,926,932,33.7,36,34.5,37.5,121,178,191,201,61,53,50,38
216,0.036877,887,950,939,925,34.3,34.9,35.2,36.7,120,148,164,174,64,55,45,34
217,0.019281,909,961,963,922,35.1,35.7,35.8,35.2,120,139,155,169,31,65,62,51
218,0.0075086,926,958,965,943,35.7,36.8,36.2,36.7,128,136,143,181,38,62,76,49
219,0.0069452,929,947,960,958,36.4,37.6,37.5,39,124,148,148,181,53,80,70,67
220,0.024079,923,955,983,985,39.2,40.4,39.6,39.8,130,151,163,177,62,82,50,83
221,0.2829,974,1021,1011,985,33.5,35.2,34.6,36.6,111,58,75,78,40,44,30,46
222,0.021688,981,1017,1017,981,36.1,34.8,35.2,37.5,116,70,78,90,34,47,42,52
223,0.013453,985,1012,1030,990,37.5,37.1,33.9,41.6,132,45,52,59,40,65,50,47
224,0.013901,986,1013,1021,1001,37.4,38.2,34.4,42.4,132,40,84,79,57,59,41,52
225,0.10164,963,997,1000,991,38.3,40.2,37.7,41.4,138,89,72,94,61,68,51,48
226,0.19266,951,990,1002,977,38.3,40.9,37.7,41,129,51,176,164,52,56,51,42
227,0.034354,946,992,1003,965,37.6,40.3,37,41.1,127,52,77,85,38,45,40,53
228,0.0032614,940,981,976,958,36.9,36.8,36.3,38.6,140,19,46,32,47,33,27,56
229,0.018483,945,971,966,951,37,36.1,36.1,36.2,138,19,64,75,53,36,65,31
230,0.11509,949,968,969,949,37.3,36.4,36.4,34.5,133,3,14,14,42,45,32,52
231,0.11319,906,970,984,964,39.9,35.3,34.9,34.8,125,35,3,18,48,49,47,55
232,0.020387,958,1007,999,981,32.8,33.7,33.4,35.2,111,58,75,78,52,62,51,64
233,0.014632,968,1004,1007,979,34.8,33.1,33.7,35.4,116,70,78,90,46,60,49,65
234,0.0048453,971,993,1011,995,36.7,35.8,33.6,38.9,132,45,52,59,43,60,44,57
235,0.013321,968,986,996,1000,36.8,37.1,33.6,40.5,132,40,84,79,58,61,30,58
236,0.20116,953,977,973,988,36.3,37.7,37.1,40.2,138,89,72,94,68,68,44,48
237,0.44533,946,986,983,978,36.2,39.4,38.1,40.1,129,51,176,164,45,71,56,48
238,0.020116,940,1001,999,969,37.2,40.4,37.2,40.6,127,52,77,85,41,47,62,39
239,0.013333,933,980,984,949,37.1,37.2,35.8,38.6,140,19,46,32,54,47,42,39
240,0.064921,942,953,964,939,36,34.3,35.8,35.7,138,19,64,75,53,44,71,71
241,0.044966,950,945,958,940,35.9,33.5,35.6,33.2,133,3,14,14,45,46,44,83
242,0.0069505,915,935,963,953,40.5,32.4,34.2,32.8,125,35,3,18,45,69,44,49
243,0.044133,939,994,983,964,32.1,33,33.1,34.5,107,76,123,75,61,57,54,51
244,0.034342,955,989,990,969,33.8,31.5,32.9,34.4,114,65,84,88,53,54,51,46
245,0.010625,969,987,985,982,35,34.4,33.4,37.1,123,81,85,83,51,64,43,41
246,0.043217,963,978,969,986,35.3,36,33.2,38.7,115,78,82,80,49,60,41,49
247,0.093173,948,969,959,978,34.4,36,36.1,38.5,121,53,52,69,66,66,46,52
248,0.079489,943,982,972,977,34.3,37.5,37.5,39.1,128,66,116,123,56,65,64,55
249,0.029496,938,1001,989,978,35.8,40.1,37.4,39.9,116,57,78,85,55,57,59,49
250,0.019067,924,976,983,948,37.5,40.1,36.2,38.7,135,35,71,59,55,67,55,52
251,0.18067,936,940,958,929,36.1,37.1,37.3,36.9,132,20,55,79,53,48,91,71
252,0.018482,959,918,937,929,35.1,34.8,37.1,34.9,120,9,25,39,57,51,72,69
253,0.0050455,947,898,921,916,39.7,31.7,33.9,32.5,126,24,14,40,57,69,47,36
254,0.01011,910,968,955,947,30.7,32.2,32.6,32.5,107,76,123,75,45,38,38,43
255,0.028898,916,970,964,950,31.4,31.9,31.4,32.2,114,65,84,88,45,42,44,41
256,0.016981,947,970,949,954,31.9,32.8,31.5,33.8,123,81,85,83,47,53,41,45
257,0.012673,952,973,940,956,32.7,34.6,31.1,34.9,115,78,82,80,32,50,37,46
258,0.070799,934,969,956,949,33.5,36.2,32.5,35.9,121,53,52,69,50,57,50,40
259,0.11038,938,958,962,944,33.7,36,34,36.4,128,66,116,123,59,62,64,39
260,0.035298,945,953,954,940,34.3,36.4,35,36.9,116,57,78,85,50,65,49,57
261,0.03005,922,937,926,913,36.4,39.6,35,36.2,135,35,71,59,41,54,42,62
262,0.012937,912,927,929,910,36.5,39,36.1,35.2,132,20,55,79,51,47,61,68
263,0.0069752,925,922,934,923,36.1,36.7,36.7,34.2,120,9,25,39,57,52,60,64
264,0.0035608,946,920,913,923,37,32.8,35.1,34.4,126,24,14,40,66,33,69,33
265,0.0095972,909,954,945,944,31.2,31.5,31.8,32.6,111,133,176,128,39,40,34,47
266,0.54953,909,961,951,949,31.1,31.4,31,31.8,117,113,147,127,48,40,47,44
267,0.2739,931,955,941,948,31.2,33.4,30.3,32.8,119,108,129,126,47,51,49,49
268,0.012208,942,960,936,947,31.4,34.3,30,33.6,117,123,110,132,33,45,39,35
269,0.051844,937,968,956,936,33.2,35.9,31.2,34.9,118,110,88,135,51,57,50,42
270,0.12536,939,955,963,930,34.3,35.7,32.6,35.4,129,83,74,99,51,63,52,42
271,0.03285,942,938,948,921,34.6,35.3,34,35.8,109,38,81,46,39,47,37,50
272,0.14533,924,922,905,893,35,36.3,34.7,35.3,123,43,90,126,33,33,28,72
273,0.044253,910,921,913,895,35.9,36.2,34.5,34.2,131,11,74,102,48,76,34,75
274,0.022648,910,922,934,918,36.3,34.6,34.2,33.2,124,38,44,62,51,61,31,65
275,0.0076644,931,922,918,931,36,32.3,34.6,33.5,129,41,51,62,58,29,54,49
276,0.013979,931,954,964,954,34.8,32.6,31,35.5,111,133,176,128,36,50,37,45
277,0.022459,928,952,946,947,32.9,30.6,31.2,34.6,117,113,147,127,62,47,50,44
278,0.09474,913,953,934,939,29.6,32.9,30.4,34.5,119,108,129,126,57,61,63,37
279,0.012872,915,956,934,933,29.4,33.9,30.9,34.5,117,123,110,132,51,51,46,38
280,0.066519,939,962,949,920,31.1,34.2,32.7,35.3,118,110,88,135,49,51,54,62
281,0.23387,939,961,956,920,33,34.6,32.8,36.2,129,83,74,99,48,48,57,57
282,0.015416,926,954,953,919,33.8,35.2,33.6,36.4,109,38,81,46,42,49,12,34
283,0.073892,902,932,916,912,33.1,36,36.5,36,123,43,90,126,47,38,26,57
284,0.018484,897,922,909,906,32.9,35.2,35.4,36.2,131,11,74,102,48,75,51,52
285,0.066865,893,916,921,909,33.6,34.3,33.9,36,124,38,44,62,49,58,42,52
286,0.0088376,922,907,912,913,35.3,34,34.6,34.5,129,41,51,62,51,57,50,56
287,0.018409,938,970,978,960,36.6,33.5,31.4,36.4,116,110,146,137,35,53,56,48
288,0.011837,929,954,952,947,34.5,32.6,32,36.7,116,139,164,148,65,50,53,48
289,0.027604,906,954,929,931,29.4,33.5,31.2,35.8,113,132,152,151,50,61,56,53
290,0.0062656,900,961,935,931,28.9,34.4,32,35.3,117,135,133,157,38,51,44,54
291,0.051384,920,958,938,918,30.7,34.8,34.3,35.5,117,129,132,164,48,54,46,50
292,0.41097,925,960,940,909,32.1,34.5,33.5,36.2,124,115,143,159,59,52,47,48
293,0.11811,918,960,945,912,33.2,35,33.1,36.2,113,99,102,130,52,56,18,23
