Ind#,TDose,T1 Pre,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pre,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pre,T2w Pos1,T2w Pos2,T2w Pos3
33,0.58101,1443,1658,1688,1691,54.6,84.5,96.4,100,156,281,322,323,82,92,77,57
34,0.36624,1313,1490,1516,1489,42.1,65.8,63.9,80.1,185,287,375,376,150,125,111,81
35,0.46283,1236,1458,1435,1467,42.3,51.8,53.5,62.5,175,297,370,375,115,116,123,91
36,1.1124,1208,1402,1389,1422,42.9,50.3,54,62.3,188,390,460,470,136,101,107,75
37,1.3258,1261,1374,1358,1341,45.5,52.5,55.2,64.8,194,424,501,510,138,125,129,99
38,0.93134,1490,1522,1476,1425,66.5,79,73.9,78.8,172,465,560,546,128,111,109,83
39,0.85237,1547,1594,1541,1514,75.1,97.2,86.7,86.1,193,444,494,485,138,113,95,67
40,1.2168,1560,1607,1569,1504,76,110.1,94,88.4,188,480,517,519,158,111,89,77
41,1.2121,1504,1594,1583,1544,76.6,103.4,95.9,73.7,178,456,506,506,187,121,97,63
42,0.29653,2500,2792,2849,2810,203.1,284,213.7,153.5,101,124,140,153,219,172,137,126
43,0.86575,2153,2472,2617,2669,128.9,202.9,167.4,130.2,147,200,224,218,180,145,125,134
44,1.1173,1432,1643,1664,1727,50.6,63.6,82.2,92.6,156,281,322,323,86,80,66,48
45,34.086,1325,1494,1494,1527,39.3,56,64.8,80.7,185,287,375,376,150,117,109,72
46,4.8834,1225,1404,1393,1426,40.5,55.2,59.2,72.8,175,297,370,375,100,100,86,74
47,3.3645,1200,1326,1345,1392,42.7,53.2,56.8,74.2,188,390,460,470,143,96,84,68
48,2.7507,1255,1318,1336,1367,45.2,54.1,55.3,76.8,194,424,501,510,144,123,116,99
49,1.7375,1443,1480,1473,1492,63.5,75.1,73.6,80.4,172,465,560,546,144,106,76,82
50,1.7096,1482,1529,1500,1514,75.1,87,86.6,82.5,193,444,494,485,174,129,88,84
51,1.9607,1502,1533,1499,1478,78.7,92.9,92.9,84.1,188,480,517,519,182,116,102,68
52,1.4501,1515,1556,1525,1491,74.4,87.1,90.8,77.2,178,456,506,506,215,140,118,76
53,0.64566,1474,1558,1526,1518,79.1,84.4,92.8,74.1,194,496,549,542,214,138,110,83
54,0.36697,1394,1526,1488,1493,81.4,84,94.5,78.9,208,513,576,565,153,175,158,128
55,0.11704,2484,2703,2851,2805,198.2,276.7,210.4,138.4,101,144,146,150,221,169,153,117
56,0.56927,2070,2391,2534,2645,121.7,203.9,140.6,118.3,152,216,262,261,162,132,134,115
57,1.2091,1404,1618,1640,1824,47.4,58,71.6,82.3,140,293,350,363,99,62,64,52
58,19.318,1337,1492,1479,1542,39.5,50.6,62.5,71.6,166,295,355,372,145,100,93,80
59,196.74,1210,1352,1356,1387,41.3,57.4,61.7,73.7,167,303,354,373,109,81,59,62
60,8.7835,1192,1267,1305,1353,45.3,55.4,57.4,79.6,189,462,523,535,169,112,85,82
61,3.5164,1257,1272,1323,1373,51.1,53.7,55.2,85.6,189,525,595,589,179,131,122,107
62,2.3552,1412,1452,1486,1517,65.6,65.6,71.5,80.5,163,519,604,606,171,131,107,106
63,2.6191,1435,1485,1487,1521,75.8,72.8,84.6,78.3,176,497,560,540,178,147,120,110
64,2.6929,1460,1489,1470,1483,83.6,77.3,91,79.9,185,523,579,565,193,115,96,72
65,5.9083,1526,1552,1527,1473,80.1,77.7,88.8,87.2,170,543,592,585,226,123,106,85
66,4.4141,1520,1574,1546,1479,81.5,79.5,91.6,87.8,176,550,606,596,230,149,116,95
67,1.0698,1469,1565,1531,1452,85.6,82.7,94.6,91.5,204,566,637,621,151,176,168,128
68,0.17029,2468,2521,2809,2720,154.9,310.3,404.3,159.9,101,144,146,150,217,168,165,125
69,0.30201,1990,2175,2360,2478,105,253,219.3,121.2,152,216,262,261,139,144,136,117
70,0.49606,1370,1513,1554,1631,44.6,72.8,68.7,71.7,140,293,350,363,103,75,73,69
71,22.219,1342,1485,1458,1476,44.4,54.6,55.9,59.7,166,295,355,372,130,115,109,83
72,117.71,1197,1322,1312,1320,49.1,55.4,62.8,59.9,167,303,354,373,145,84,84,64
73,2.6097,1201,1252,1254,1285,51.4,58.5,63.1,69,189,462,523,535,179,151,135,100
74,2.5059,1288,1292,1305,1350,60.5,61.4,63.8,80.1,189,525,595,589,175,155,148,111
75,1.7694,1437,1467,1506,1541,79.7,71.4,75.1,83.9,163,519,604,606,178,167,132,114
76,1.6525,1444,1482,1499,1545,77.9,78.4,80,81.3,176,497,560,540,182,165,123,107
77,154.75,1465,1492,1476,1522,78.4,84.6,81.9,83.8,185,523,579,565,188,136,107,86
78,85.947,1526,1587,1550,1506,98,87.2,85.2,111,170,543,592,585,205,121,100,83
79,3.0332,1547,1611,1589,1464,95.8,89.2,89.5,116.5,176,550,606,596,206,152,124,94
80,1.971,1553,1610,1581,1420,88.2,93.1,95.9,112.1,204,566,637,621,155,170,155,110
81,0.31865,2465,2520,2806,2685,132.9,322.8,319.9,197.6,129,158,142,149,218,167,159,139
82,0.26929,2011,2147,2353,2399,93.1,176.6,179.9,129.4,154,228,274,284,104,156,124,128
83,0.67354,1393,1497,1554,1562,43.4,66.6,66.7,67.9,141,273,315,352,99,76,64,55
84,40.922,1363,1501,1487,1446,43.4,52,55.8,58,160,308,364,392,130,153,121,87
85,9.0375,1198,1342,1332,1328,51.2,54.8,65.9,58.2,171,348,405,420,161,113,104,80
86,0.86217,1219,1278,1268,1295,53.5,63.4,69.9,64.9,173,520,555,562,170,161,138,93
87,1.3159,1322,1328,1312,1351,60.3,73.2,73.2,74.6,171,556,600,589,164,169,150,113
88,0.94601,1484,1488,1500,1538,85.3,89.7,81.5,87.6,165,482,549,561,191,162,124,114
89,0.98634,1493,1497,1494,1549,86,96.6,82.7,89.1,170,474,532,546,195,149,113,99
90,267.07,1507,1503,1474,1543,82.3,100.4,81.1,93.1,182,475,546,557,164,157,128,107
91,118.12,1525,1595,1533,1533,99.4,92.8,85.9,109.2,184,564,626,637,166,138,108,92
92,1.2861,1528,1624,1570,1483,105.7,89.6,90.6,109.6,187,611,675,682,204,154,129,87
93,0.9865,1534,1625,1572,1436,96.3,91.3,97.2,102.9,201,539,618,623,148,170,135,115
94,0.22522,1417,1502,1562,1533,42.9,55.8,62,63,141,273,315,352,111,53,36,29
95,24.541,1384,1509,1530,1451,41.3,49.1,55.8,55.5,160,308,364,392,125,145,105,91
96,0.65955,1203,1365,1395,1375,51.9,58,66.9,58.9,171,348,405,420,133,112,68,78
97,0.25518,1242,1309,1319,1337,58,70.1,72.4,63.1,173,520,555,562,169,140,97,95
98,0.44185,1564,1550,1523,1570,100.1,109.5,87.8,99.7,170,474,532,546,189,129,101,96
99,15.91,1566,1562,1514,1581,99.5,108.6,86.7,106,182,475,546,557,155,151,117,103
100,2.2351,1542,1629,1547,1570,99.5,90.9,94.2,108,184,564,626,637,148,135,116,86
101,0.68021,1515,1642,1562,1514,107.4,84.7,97.5,101.2,187,611,675,682,194,139,113,88
102,0.11869,1325,1460,1446,1474,43.3,61.2,61.5,55.2,144,261,281,307,114,53,42,29
103,0.69939,1322,1410,1446,1457,46.2,60.6,57.6,47,165,289,319,353,94,116,99,83
104,0.25939,1246,1356,1451,1451,54.7,72.5,63,56.6,165,366,407,423,116,88,66,63
105,0.23868,1890,1863,1784,1663,138.5,115.6,103.6,128.2,178,484,495,521,164,145,122,103
106,0.21088,1846,1902,1825,1788,145.4,116,117.1,152.5,175,458,495,511,149,126,118,97
107,0.36416,1631,1877,1827,1834,113.7,102.7,137.1,151,173,609,630,653,146,118,115,86
108,0.21819,1614,1473,1439,1392,86.5,82.6,78.4,81.1,179,369,454,474,184,145,125,100
109,0.25337,1656,1568,1529,1520,93.4,99.5,97.9,95,197,377,417,432,156,167,128,98
110,0.97924,1639,1739,1707,1653,93.8,100.3,115.3,86.5,199,410,462,466,89,68,66,48
111,2.0681,1603,1743,1731,1698,85.3,92.9,109.4,79,206,445,500,481,136,78,86,50
112,0.23747,1196,1344,1437,1389,50.6,53,49.6,58,170,294,322,323,124,98,98,66
113,0.69552,1254,1290,1352,1262,58.6,50.4,49.6,52.6,177,305,341,351,158,121,111,81
114,0.69159,1545,1444,1386,1295,85.6,61.1,62.9,67.6,154,384,471,465,179,117,99,83
115,0.99037,1678,1560,1490,1455,101.7,79.8,80.7,89,173,370,489,489,197,177,143,115
116,1.2879,1713,1705,1579,1589,113.3,101.1,102.3,96.6,179,385,433,435,181,187,153,123
117,2.3303,1598,1772,1760,1799,96.4,110.4,125.5,82.6,185,374,447,443,156,89,71,55
118,2.2227,1540,1759,1763,1826,81.7,98.3,112,74.5,196,434,511,479,213,137,131,87
119,16455,2609,2878,2993,2922,195.7,304,328.8,208.1,106,112,112,120,201,148,118,106
120,0.59619,2347,2685,2805,2663,148,261.1,281.4,184,131,142,159,169,196,168,157,151
121,0.63505,1441,1695,1868,1677,61.4,100.5,98.6,97.9,162,213,249,255,61,77,73,66
122,0.57543,1263,1479,1552,1449,48.6,64,58.3,62.8,177,244,302,300,127,112,97,69
123,0.70687,1210,1457,1495,1489,46.1,51.6,48.8,53.8,173,257,314,310,105,135,118,97
124,2.4162,1202,1418,1458,1422,48.8,49.9,49,53,170,294,322,323,115,104,91,71
125,4.1152,1262,1367,1388,1283,56.7,48.8,50.4,51.6,177,305,341,351,166,114,93,82
126,3.0846,1548,1511,1441,1320,81.6,63.6,66.8,70.4,154,384,471,465,206,132,101,86
127,35.649,1616,1608,1543,1468,93.2,83,83.3,88.8,173,370,489,489,187,192,177,123
128,72.211,1683,1740,1618,1619,102.5,104.1,101.9,94.8,179,385,433,435,199,189,173,135
129,3.4873,1540,1748,1742,1712,91.2,115.9,121.7,79.1,185,374,447,443,206,123,99,65
130,3.1845,1468,1688,1685,1777,76.4,103.9,109.8,73.1,196,434,511,479,229,175,154,106
131,148.37,2625,2966,2843,2981,262.3,343.7,409.5,214.6,90,132,137,130,173,143,130,115
132,3.3996,2523,2804,2866,2821,198,320.1,337.9,180,123,141,150,168,194,161,143,116
133,2.3009,2231,2508,2702,2660,138.5,341.4,340.1,147.9,150,179,197,219,176,143,160,144
134,2.4625,1443,1658,1688,1691,54.6,84.5,96.4,100,164,279,320,329,77,83,69,57
135,2.53,1313,1490,1516,1489,42.1,65.8,63.9,80.1,171,278,366,364,136,115,92,85
136,4.4682,1236,1458,1435,1467,42.3,51.8,53.5,62.5,168,271,324,324,93,129,92,95
137,11.968,1208,1402,1389,1422,42.9,50.3,54,62.3,175,320,365,373,133,115,96,81
138,15.809,1261,1374,1358,1341,45.5,52.5,55.2,64.8,192,409,484,500,177,122,106,102
139,8.9179,1490,1522,1476,1425,66.5,79,73.9,78.8,169,512,623,621,192,138,126,106
140,6.1907,1547,1594,1541,1514,75.1,97.2,86.7,86.1,173,429,571,566,205,192,166,136
141,10.479,1560,1607,1569,1504,76,110.1,94,88.4,182,452,516,512,199,178,162,152
142,3.4502,1504,1594,1583,1544,76.6,103.4,95.9,73.7,174,417,487,487,219,154,142,101
143,2.3844,2693,2972,2926,2896,288,336.5,237.3,174.1,90,132,137,130,167,147,147,117
144,1.8288,2500,2792,2849,2810,203.1,284,213.7,153.5,123,141,150,168,194,177,165,116
145,15.9,2153,2472,2617,2669,128.9,202.9,167.4,130.2,150,179,197,219,156,130,134,129
146,17.179,1432,1643,1664,1727,50.6,63.6,82.2,92.6,164,279,320,329,81,85,68,69
147,19.682,1325,1494,1494,1527,39.3,56,64.8,80.7,171,278,366,364,142,117,111,104
148,34.026,1225,1404,1393,1426,40.5,55.2,59.2,72.8,168,271,324,324,112,117,95,101
149,55.879,1200,1326,1345,1392,42.7,53.2,56.8,74.2,175,320,365,373,164,123,113,83
150,43.001,1255,1318,1336,1367,45.2,54.1,55.3,76.8,192,409,484,500,186,142,134,116
151,18.762,1443,1480,1473,1492,63.5,75.1,73.6,80.4,169,512,623,621,194,148,127,109
152,10.682,1482,1529,1500,1514,75.1,87,86.6,82.5,173,429,571,566,222,201,164,154
153,17.642,1502,1533,1499,1478,78.7,92.9,92.9,84.1,182,452,516,512,208,172,148,138
154,3.6564,1515,1556,1525,1491,74.4,87.1,90.8,77.2,174,417,487,487,230,174,153,113
155,1.9245,1474,1558,1526,1518,79.1,84.4,92.8,74.1,189,495,586,564,224,178,150,117
156,1.183,1394,1526,1488,1493,81.4,84,94.5,78.9,195,626,682,665,181,187,180,137
157,0.76188,2742,2893,2995,2904,270.5,327.9,217.8,150.9,79,136,144,131,180,138,112,113
158,1.5548,2484,2703,2851,2805,198.2,276.7,210.4,138.4,129,159,172,176,209,176,135,125
159,58.624,2070,2391,2534,2645,121.7,203.9,140.6,118.3,154,202,231,234,137,127,116,119
160,60.409,1404,1618,1640,1824,47.4,58,71.6,82.3,142,288,367,378,76,88,86,72
161,38.737,1337,1492,1479,1542,39.5,50.6,62.5,71.6,158,277,351,362,133,126,136,115
162,1682.5,1210,1352,1356,1387,41.3,57.4,61.7,73.7,170,272,319,318,114,109,113,95
163,32563,1192,1267,1305,1353,45.3,55.4,57.4,79.6,171,319,390,401,178,134,117,105
164,50.031,1257,1272,1323,1373,51.1,53.7,55.2,85.6,173,496,574,594,216,149,132,114
165,20.457,1412,1452,1486,1517,65.6,65.6,71.5,80.5,153,541,617,623,222,165,135,114
166,13.323,1435,1485,1487,1521,75.8,72.8,84.6,78.3,154,404,493,502,203,209,182,156
167,10.064,1460,1489,1470,1483,83.6,77.3,91,79.9,174,415,487,491,205,185,160,122
168,15.865,1526,1552,1527,1473,80.1,77.7,88.8,87.2,163,395,441,467,226,160,149,112
169,109.65,1520,1574,1546,1479,81.5,79.5,91.6,87.8,173,506,576,594,239,157,157,113
170,3.7589,1469,1565,1531,1452,85.6,82.7,94.6,91.5,188,663,720,710,174,165,181,122
171,0.70433,2745,2732,3009,2871,190.1,374.5,409.5,207.8,79,136,144,131,183,134,106,113
172,1.2849,2468,2521,2809,2720,154.9,310.3,404.3,159.9,129,159,172,176,220,161,146,131
173,22.065,1990,2175,2360,2478,105,253,219.3,121.2,154,202,231,234,140,133,128,113
174,18.324,1370,1513,1554,1631,44.6,72.8,68.7,71.7,142,288,367,378,114,83,88,70
175,14.718,1342,1485,1458,1476,44.4,54.6,55.9,59.7,158,277,351,362,119,115,114,98
176,3603.7,1197,1322,1312,1320,49.1,55.4,62.8,59.9,170,272,319,318,115,100,109,107
177,1.7598e+16,1201,1252,1254,1285,51.4,58.5,63.1,69,171,319,390,401,176,147,131,127
178,18.927,1288,1292,1305,1350,60.5,61.4,63.8,80.1,173,496,574,594,213,134,126,122
179,8.3794,1437,1467,1506,1541,79.7,71.4,75.1,83.9,153,541,617,623,204,165,151,129
180,6.7329,1444,1482,1499,1545,77.9,78.4,80,81.3,154,404,493,502,179,188,163,132
181,11.524,1465,1492,1476,1522,78.4,84.6,81.9,83.8,174,415,487,491,164,172,156,117
182,63.081,1526,1587,1550,1506,98,87.2,85.2,111,163,395,441,467,195,139,127,105
183,13.972,1547,1611,1589,1464,95.8,89.2,89.5,116.5,173,506,576,594,228,141,105,101
184,3.615,1553,1610,1581,1420,88.2,93.1,95.9,112.1,188,663,720,710,186,170,137,109
185,0.80638,2741,2720,2974,2775,182.4,409.5,409.5,277,82,148,139,146,189,144,134,112
186,1.3947,2465,2520,2806,2685,132.9,322.8,319.9,197.6,144,170,179,182,227,162,169,131
187,2.9005,2011,2147,2353,2399,93.1,176.6,179.9,129.4,149,222,264,267,111,138,123,113
188,2.3477,1393,1497,1554,1562,43.4,66.6,66.7,67.9,140,275,362,385,126,79,71,60
189,39.435,1363,1501,1487,1446,43.4,52,55.8,58,178,300,328,363,110,123,94,81
190,13.391,1198,1342,1332,1328,51.2,54.8,65.9,58.2,174,348,394,391,119,89,92,105
191,5.1249,1219,1278,1268,1295,53.5,63.4,69.9,64.9,168,399,474,474,165,141,136,109
192,5.494,1322,1328,1312,1351,60.3,73.2,73.2,74.6,148,510,561,575,197,157,149,118
193,3.1196,1484,1488,1500,1538,85.3,89.7,81.5,87.6,128,442,502,509,182,180,169,130
194,4.1337,1493,1497,1494,1549,86,96.6,82.7,89.1,126,350,417,434,203,158,139,102
195,93.996,1507,1503,1474,1543,82.3,100.4,81.1,93.1,160,361,432,452,183,166,147,112
196,7.9395,1525,1595,1533,1533,99.4,92.8,85.9,109.2,162,323,387,418,164,149,111,99
197,2.5161,1528,1624,1570,1483,105.7,89.6,90.6,109.6,170,531,603,630,218,145,109,78
198,1.5063,1534,1625,1572,1436,96.3,91.3,97.2,102.9,185,778,827,830,200,163,123,105
199,0.97024,2429,2547,2784,2696,127.3,256.1,198.7,224.1,144,170,179,182,201,150,145,120
200,2.4049,2020,2176,2366,2369,83.4,120.8,128.2,138.9,149,222,264,267,65,110,104,102
201,1.4859,1417,1502,1562,1533,42.9,55.8,62,63,140,275,362,385,117,59,50,39
202,15.263,1384,1509,1530,1451,41.3,49.1,55.8,55.5,178,300,328,363,103,125,108,86
203,1.2501,1203,1365,1395,1375,51.9,58,66.9,58.9,174,348,394,391,125,79,91,82
204,1.7643,1242,1309,1319,1337,58,70.1,72.4,63.1,168,399,474,474,183,126,110,91
205,2.273,1365,1372,1350,1384,65.7,85,78.5,71.3,148,510,561,575,178,158,144,105
206,1.4185,1550,1539,1516,1550,91.3,105.2,87.6,92.4,128,442,502,509,180,151,139,121
207,3.0286,1564,1550,1523,1570,100.1,109.5,87.8,99.7,126,350,417,434,254,139,111,95
208,108.7,1566,1562,1514,1581,99.5,108.6,86.7,106,160,361,432,452,244,173,129,120
209,1.7352,1542,1629,1547,1570,99.5,90.9,94.2,108,162,323,387,418,151,142,112,87
210,1.536,1515,1642,1562,1514,107.4,84.7,97.5,101.2,170,531,603,630,185,117,114,73
211,0.4879,2238,2547,2708,2763,135,218.8,186.8,253.6,147,150,165,178,170,141,122,113
212,0.64088,1651,2206,2282,2327,73.8,134.1,125.6,155.9,141,202,239,258,54,93,93,90
213,0.66922,1325,1460,1446,1474,43.3,61.2,61.5,55.2,149,271,307,339,106,49,51,34
214,0.4943,1322,1410,1446,1457,46.2,60.6,57.6,47,176,309,302,343,87,105,104,87
215,0.61384,1246,1356,1451,1451,54.7,72.5,63,56.6,160,403,438,447,136,78,75,75
216,0.47694,1835,1736,1640,1626,130.9,109.9,91.4,101.8,123,286,344,355,186,145,124,109
217,0.38538,1890,1863,1784,1663,138.5,115.6,103.6,128.2,112,290,336,355,252,149,112,104
218,0.35237,1846,1902,1825,1788,145.4,116,117.1,152.5,158,325,373,382,253,162,123,111
219,0.54377,1631,1877,1827,1834,113.7,102.7,137.1,151,151,281,355,352,158,121,97,79
220,0.33348,1614,1473,1439,1392,86.5,82.6,78.4,81.1,151,403,524,536,333,160,146,122
221,0.4287,1656,1568,1529,1520,93.4,99.5,97.9,95,164,334,475,493,313,262,226,174
222,0.57652,1639,1739,1707,1653,93.8,100.3,115.3,86.5,176,410,504,524,293,281,273,209
223,0.93206,1603,1743,1731,1698,85.3,92.9,109.4,79,178,450,554,564,217,190,194,123
224,0.42894,1191,1391,1471,1437,46.6,53.9,51.5,62.1,173,232,282,285,116,119,109,105
225,1.1145,1196,1344,1437,1389,50.6,53,49.6,58,177,287,318,319,141,113,101,97
226,2.0754,1254,1290,1352,1262,58.6,50.4,49.6,52.6,176,311,354,361,175,123,129,89
227,1.8236,1545,1444,1386,1295,85.6,61.1,62.9,67.6,161,394,448,446,254,114,120,85
228,1.8896,1678,1560,1490,1455,101.7,79.8,80.7,89,165,409,529,530,284,188,176,120
229,20.142,1713,1705,1579,1589,113.3,101.1,102.3,96.6,162,324,435,449,253,259,241,182
230,63.727,1598,1772,1760,1799,96.4,110.4,125.5,82.6,168,338,416,423,227,203,173,160
231,2.5665,1540,1759,1763,1826,81.7,98.3,112,74.5,171,355,434,423,243,182,146,122
232,1.3078,2609,2878,2993,2922,195.7,304,328.8,208.1,90,111,103,106,198,153,131,113
233,1.3672,2347,2685,2805,2663,148,261.1,281.4,184,141,168,207,207,202,157,142,136
234,1.9934,1441,1695,1868,1677,61.4,100.5,98.6,97.9,164,202,257,258,72,88,67,76
235,1.5683,1263,1479,1552,1449,48.6,64,58.3,62.8,166,244,273,270,141,109,90,89
236,2.1597,1210,1457,1495,1489,46.1,51.6,48.8,53.8,173,232,282,285,128,127,116,103
237,7.1827,1202,1418,1458,1422,48.8,49.9,49,53,177,287,318,319,159,134,117,101
238,15.325,1262,1367,1388,1283,56.7,48.8,50.4,51.6,176,311,354,361,186,121,110,91
239,12.157,1548,1511,1441,1320,81.6,63.6,66.8,70.4,161,394,448,446,224,133,120,93
240,55.334,1616,1608,1543,1468,93.2,83,83.3,88.8,165,409,529,530,194,185,172,126
241,542.87,1683,1740,1618,1619,102.5,104.1,101.9,94.8,162,324,435,449,208,201,192,165
242,9.1355,1540,1748,1742,1712,91.2,115.9,121.7,79.1,168,338,416,423,181,157,120,103
243,5.3989,1468,1688,1685,1777,76.4,103.9,109.8,73.1,171,355,434,423,205,165,128,115
244,20.572,2625,2966,2843,2981,262.3,343.7,409.5,214.6,88,138,140,136,170,140,113,134
245,5.1255,2523,2804,2866,2821,198,320.1,337.9,180,111,145,138,136,197,170,129,132
246,10.691,2231,2508,2702,2660,138.5,341.4,340.1,147.9,160,211,237,253,176,167,142,149
247,17.749,1443,1658,1688,1691,54.6,84.5,96.4,100,172,248,294,296,90,126,96,82
248,21.036,1313,1490,1516,1489,42.1,65.8,63.9,80.1,170,307,355,362,160,138,131,114
249,32.414,1236,1458,1435,1467,42.3,51.8,53.5,62.5,174,252,307,312,117,146,109,104
250,77.089,1208,1402,1389,1422,42.9,50.3,54,62.3,167,302,337,344,156,147,121,111
251,118.96,1261,1374,1358,1341,45.5,52.5,55.2,64.8,164,350,419,435,189,122,106,112
252,57.37,1490,1522,1476,1425,66.5,79,73.9,78.8,171,436,505,514,188,153,129,115
253,24.386,1547,1594,1541,1514,75.1,97.2,86.7,86.1,174,450,537,548,184,179,151,129
254,9.2435,1560,1607,1569,1504,76,110.1,94,88.4,171,307,372,381,185,169,159,153
255,4.9367,1504,1594,1583,1544,76.6,103.4,95.9,73.7,164,267,315,326,179,155,153,100
256,5.5774,1429,1565,1552,1589,77.1,96.9,97.2,69.3,173,273,347,340,182,151,139,112
257,8.5513,2693,2972,2926,2896,288,336.5,237.3,174.1,88,138,140,136,170,143,117,132
258,14.561,2500,2792,2849,2810,203.1,284,213.7,153.5,111,145,138,136,209,178,166,125
259,1261.3,2153,2472,2617,2669,128.9,202.9,167.4,130.2,160,211,237,253,180,139,143,121
260,1815.8,1432,1643,1664,1727,50.6,63.6,82.2,92.6,172,248,294,296,106,122,96,69
261,627.08,1325,1494,1494,1527,39.3,56,64.8,80.7,170,307,355,362,150,150,139,109
262,402.91,1225,1404,1393,1426,40.5,55.2,59.2,72.8,174,252,307,312,114,137,101,102
263,496.87,1200,1326,1345,1392,42.7,53.2,56.8,74.2,167,302,337,344,146,141,126,112
264,506.2,1255,1318,1336,1367,45.2,54.1,55.3,76.8,164,350,419,435,188,138,126,118
265,170.43,1443,1480,1473,1492,63.5,75.1,73.6,80.4,171,436,505,514,195,180,149,120
266,34.842,1482,1529,1500,1514,75.1,87,86.6,82.5,174,450,537,548,189,198,171,143
267,12.698,1502,1533,1499,1478,78.7,92.9,92.9,84.1,171,307,372,381,188,157,142,132
268,5.4363,1515,1556,1525,1491,74.4,87.1,90.8,77.2,164,267,315,326,218,153,144,114
269,2.9286,1474,1558,1526,1518,79.1,84.4,92.8,74.1,173,273,347,340,221,165,140,107
270,2.4282,1394,1526,1488,1493,81.4,84,94.5,78.9,191,416,503,481,290,163,148,105
271,2.7154,2742,2893,2995,2904,270.5,327.9,217.8,150.9,89,142,142,128,173,137,143,112
272,24.434,2484,2703,2851,2805,198.2,276.7,210.4,138.4,125,151,156,150,215,167,162,125
273,7512.8,2070,2391,2534,2645,121.7,203.9,140.6,118.3,160,243,270,275,152,117,136,107
274,14684,1404,1618,1640,1824,47.4,58,71.6,82.3,152,280,336,334,92,110,97,66
275,2161.5,1337,1492,1479,1542,39.5,50.6,62.5,71.6,168,293,350,369,127,138,125,105
276,699.84,1210,1352,1356,1387,41.3,57.4,61.7,73.7,176,259,289,294,104,107,107,85
